"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16"
"332" 65 0 171 85 29.0687732977668 100 139 388 182 91 61 -14 -14 57 63 1
"333" 42 0 188 91 25.7469443186962 113 213 358 220 107 91 84 84 79 78 -1
"334" 37 0 175 88 28.734693877551 105 152 354 177 118 52 74 74 33 84 1
"335" 19 1 165 65 23.8751147842057 99 132 383 184 80 14 68 68 65 72 2
"336" 47 1 160 65 25.390625 84 150 379 292 85 20 70 70 33 76 1
"337" 31 1 165 56 20.5693296602388 74 199 384 142 100 110 54 54 92 75 2
"338" 33 1 165 58 21.3039485766759 76 130 333 160 71 64 67 67 60 92 1
"339" 39 1 160 70 27.34375 87 160 357 178 89 66 63 63 59 80 1
"340" 42 0 172 83 28.0557057869118 87 131 349 150 77 28 54 54 31 81 1
"341" 54 0 170 70 24.2214532871972 96 154 328 170 114 85 102 102 82 81 -1
"342" 44 1 157 60 24.3417582863402 88 146 380 158 78 50 47 47 21 71 2
"343" 48 0 162 84 32.0073159579332 80 154 354 171 85 39 33 33 38 78 1
"344" 72 0 165 64 23.5078053259871 85 168 386 148 86 31 71 71 34 58 2
"345" 36 0 171 76 25.9909031838856 90 156 364 170 86 69 64 64 53 72 2
"346" 32 1 158 63 25.2363403300753 74 184 387 173 105 74 72 72 57 72 1
"347" 20 0 186 66 19.077349982657 95 123 378 161 81 58 67 67 43 57 2
"348" 81 1 165 60 22.038567493113 86 191 359 146 105 -11 51 51 7 76 1
"349" 34 1 165 60 22.038567493113 74 178 302 127 117 112 50 50 104 112 2
"350" 62 0 178 89 28.0898876404494 95 181 368 156 104 2 7 7 20 70 1
"351" 64 0 173 63 21.0498179023689 74 0 374 138 115 9 0 0 26 63 1
"352" 53 1 156 65 26.7094017094017 73 160 359 248 37 33 -60 -60 24 65 2
"353" 48 1 160 48 18.75 104 103 359 153 65 48 74 74 65 58 1
"354" 26 0 170 43 14.878892733564 92 0 363 151 204 -32 30 30 -12 73 2
"355" 45 0 169 80 28.0102237316621 105 198 327 218 115 -62 61 61 145 93 -1
"356" 47 0 175 82 26.7755102040816 97 196 333 171 139 87 66 66 88 92 1
"357" 47 0 175 94 30.6938775510204 101 175 336 229 118 -52 39 39 -29 93 2
"358" 56 0 170 82 28.3737024221453 83 183 333 225 84 53 69 69 65 72 2
"359" 40 1 150 48 21.3333333333333 84 160 426 165 64 8 0 0 38 53 2
"360" 54 0 160 70 27.34375 98 169 290 163 86 49 28 28 61 101 2
"361" 62 1 157 65 26.3702381435352 81 174 452 160 116 53 42 42 53 87 2
"362" 40 0 170 68 23.5294117647059 93 151 382 266 100 48 14 14 70 68 2
"363" 47 1 163 80 30.1102788964583 84 126 362 137 72 9 35 35 17 67 -1
"364" 57 0 170 66 22.8373702422145 102 177 429 163 86 62 71 71 67 50 2
"365" 38 1 172 61 20.619253650622 94 165 401 149 97 -10 48 48 8 56 2
"366" 46 0 178 86 27.1430374952657 91 156 371 162 68 13 30 30 12 72 1
"367" 43 0 165 80 29.3847566574839 100 188 336 152 98 -34 11 11 -66 80 2
"368" 59 0 160 52 20.3125 92 128 359 245 69 74 78 78 69 75 2
"369" 64 0 170 70 24.2214532871972 94 162 405 237 95 76 77 77 78 81 2
"370" 30 0 181 78 23.8087970452672 98 114 373 156 65 55 28 28 26 66 1
"371" 68 1 146 62 29.0861324826421 146 200 448 273 116 8 68 68 23 61 2
"372" 46 1 165 77 28.2828282828283 84 173 369 146 78 39 -8 -8 39 69 1
"373" 48 0 182 77 23.2459847844463 77 196 325 235 104 46 56 56 44 89 2
"374" 72 1 154 55 23.191094619666 82 140 381 171 72 1 55 55 42 63 1
"375" 15 1 163 38 14.3023824758177 84 135 340 247 81 32 52 52 46 96 2
"376" 70 1 160 84 32.8125 76 165 397 163 108 -10 43 43 -4 88 2
"377" 67 0 163 78 29.3575219240468 106 173 365 196 82 -73 31 31 -80 69 2
"378" 54 1 160 67 26.171875 70 182 339 143 110 11 59 59 23 78 1
"379" 67 1 160 68 26.5625 87 158 386 152 115 58 61 61 55 61 1
"380" 8 0 120 28 19.4444444444444 118 126 303 164 80 120 37 37 68 123 2
"381" 66 0 168 82 29.0532879818594 86 164 386 243 111 129 56 56 125 88 -1
"382" 57 0 165 74 27.1808999081726 82 205 293 187 115 92 72 72 82 107 2
"383" 36 0 185 95 27.7574872169467 96 159 330 159 102 52 58 58 40 85 1
"384" 47 0 169 80 28.0102237316621 89 142 369 155 91 5 44 44 -4 65 1
"385" 35 0 165 59 21.6712580348944 93 184 367 173 90 82 53 53 69 54 2
"386" 75 1 162 74 28.1969212010364 82 176 357 142 111 44 44 44 32 77 1
"387" 78 0 152 46 19.909972299169 97 121 382 224 55 87 -93 -93 87 75 -1
"388" 53 1 156 70 28.7639710716634 86 141 301 153 79 52 31 31 41 117 2
"389" 44 0 170 84 29.0657439446367 188 125 458 261 75 -12 -25 -25 -39 77 2
"390" 70 0 178 80 25.2493372048984 93 118 258 155 82 -31 -2 -2 -32 92 1
"391" 66 1 160 53 20.703125 72 164 379 160 87 44 64 64 62 71 1
"392" 36 0 176 65 20.9839876033058 107 148 407 182 86 79 48 48 68 85 1
"393" 51 1 165 85 31.2213039485767 81 158 357 148 109 64 65 65 51 75 1
"394" 16 1 160 60 23.4375 76 524 329 141 205 81 0 0 73 69 1
"395" 59 0 174 74 24.441802087462 83 164 377 111 85 87 73 73 91 63 1
"396" 61 1 156 77 31.6403681788297 147 147 509 327 68 31 63 63 -17 56 2
"397" 45 1 158 65 26.0374939913475 82 122 336 174 63 38 -7 -7 43 87 1
"398" 30 1 160 52 20.3125 110 154 426 154 94 102 60 60 76 66 2
"399" 47 0 175 94 30.6938775510204 108 173 341 168 99 -49 30 30 -19 86 2
"400" 71 1 165 82 30.119375573921 82 182 369 152 107 33 52 52 23 83 1
"401" 55 1 160 70 27.34375 93 155 387 175 103 45 54 54 40 67 2
"402" 9 0 120 25 17.3611111111111 95 118 347 156 66 84 42 42 64 82 2
"403" 66 1 155 62 25.8064516129032 80 188 418 178 104 19 29 29 31 59 1
"404" 7 1 127 22 13.6400272800546 185 204 284 123 72 -172 176 176 166 122 2
"405" 62 1 165 70 25.7116620752984 73 177 381 170 93 35 45 45 38 77 1
"406" 21 1 156 44 18.0802103879027 78 151 363 154 87 84 46 46 78 69 1
"407" 76 1 150 54 24 71 186 388 170 104 53 79 79 62 63 1
"408" 25 1 160 56 21.875 86 162 376 184 106 25 38 38 24 78 1
"409" 58 1 148 65 29.6749452154858 85 140 431 179 94 71 61 61 92 71 1
"410" 66 1 160 70 27.34375 76 160 368 153 75 0 -27 -27 -1 66 -1
"411" 57 0 172 74 25.013520822066 93 157 376 255 100 33 67 67 34 77 2
"412" 64 0 160 60 23.4375 87 131 396 169 76 -4 18 18 -4 61 2
"413" 41 0 170 67 23.1833910034602 96 191 368 202 108 62 -52 -52 62 63 -1
"414" 53 1 160 60 23.4375 86 133 338 159 82 74 53 53 60 80 1
"415" 67 1 165 53 19.4674012855831 78 180 348 126 112 74 74 74 73 81 1
"416" 30 0 167 77 27.6094517551723 87 164 362 168 89 71 46 46 55 68 1
"417" 27 1 167 48 17.2110868084191 80 152 343 164 96 77 74 74 47 89 1
"418" 65 0 172 66 22.3093564088697 98 199 339 149 181 -4 34 34 13 102 2
"419" 50 1 163 65 24.4646016033724 75 151 362 137 93 43 49 49 38 68 1
"420" 27 1 160 42 16.40625 78 153 374 165 85 23 59 59 48 78 1
"421" 58 1 160 90 35.15625 82 0 284 196 0 56 0 0 81 104 2
"422" 63 1 167 68 24.3823729785937 94 175 439 139 100 25 63 63 20 59 1
"423" 29 1 162 57 21.7192501143118 83 164 359 154 69 64 74 74 58 71 1
"424" 51 0 186 95 27.4598219447335 94 203 367 171 106 -7 61 61 32 71 1
"425" 7 0 119 21 14.8294611962432 140 157 438 226 81 -40 29 29 69 70 2
"426" 36 0 171 93 31.804657843439 87 150 362 177 96 44 48 48 36 80 1
"427" 35 1 160 53 20.703125 55 163 340 162 102 40 69 69 37 81 1
"428" 58 0 160 65 25.390625 133 148 417 260 92 -158 63 63 -29 70 2
"429" 64 0 160 63 24.609375 83 0 364 120 90 29 60 60 40 65 1
"430" 8 1 130 24 14.2011834319527 77 125 358 159 70 87 16 16 76 80 -1
"431" 11 0 138 29 15.227893299727 123 145 361 221 80 112 14 14 51 93 2
"432" 47 0 166 56 20.3222528668892 79 145 381 173 101 52 60 60 49 49 2
"433" 11 0 140 42 21.4285714285714 88 123 362 228 81 -18 67 67 33 74 2
"434" 70 0 167 60 21.5138585105239 80 149 290 128 93 -67 26 26 -65 120 2
"435" 20 0 178 65 20.5150864789799 88 155 360 163 71 -22 86 86 -6 71 1
"436" 39 1 164 62 23.051754907793 79 155 367 153 95 50 72 72 46 81 1
"437" 32 1 164 57 21.192742415229 77 144 340 148 82 27 76 76 41 81 1
"438" 35 1 155 63 26.2226847034339 87 142 391 137 88 66 57 57 59 62 1
"439" 37 0 175 82 26.7755102040816 88 146 357 179 72 1 51 51 4 62 1
"440" 49 1 168 66 23.3843537414966 94 170 383 152 115 92 65 65 77 72 1
"441" 37 0 176 72 23.2438016528926 88 153 389 172 89 67 58 58 58 55 1
"442" 37 1 160 50 19.53125 74 143 374 146 75 68 49 49 55 65 1
"443" 65 1 160 50 19.53125 85 143 363 146 84 -40 54 54 -28 68 1
"444" 41 1 154 75 31.6242199359082 88 157 384 132 112 65 45 45 55 62 2
"445" 29 0 166 63 22.8625344752504 81 143 325 218 74 24 32 32 25 78 1
"446" 45 0 175 75 24.4897959183673 91 134 376 160 83 91 31 31 80 70 1
"447" 20 1 157 57 23.1246703720232 81 151 363 166 80 43 72 72 42 75 1
"448" 53 1 160 70 27.34375 80 199 382 154 117 -37 40 40 -27 63 1
"449" 37 0 190 85 23.5457063711911 100 137 361 201 73 86 52 52 79 73 2
"450" 36 0 166 68 24.6770213383655 108 176 365 194 116 -85 -61 -61 -70 84 2
"451" 32 1 155 55 22.8928199791883 93 106 386 218 63 54 -22 -22 43 80 1
"452" 78 1 160 70 27.34375 79 127 364 138 78 28 52 52 47 75 1
